target,value_mean,value_std,value_min,value_25,value_50,value_75,value_100
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144243.737.CD8_2-040_RI Tomogram.npy,13378.04123989808,46.85897061269196,13329.0,13369.0,13371.0,13373.0,14291.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144444.189.CD8_2-048_RI Tomogram.npy,13379.669209462298,52.98841899618646,13326.0,13369.0,13371.0,13373.0,14309.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160203.159.CD4_2-083_RI Tomogram.npy,13376.990217766375,45.46848370372492,13328.0,13369.0,13370.0,13372.0,14274.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141005.813.CD4_2-015_RI Tomogram.npy,13373.488880637322,31.645378842799925,13335.0,13370.0,13370.0,13371.0,14041.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150320.160.CD8_2-124_RI Tomogram.npy,13379.684668462009,54.5968051468291,13323.0,13369.0,13371.0,13373.0,14205.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144741.315.CD8_2-059_RI Tomogram.npy,13378.778320130825,48.315230896176736,13331.0,13369.0,13371.0,13374.0,14318.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163250.173.CD8_2-159_RI Tomogram.npy,13380.754965693483,46.79365449769549,13327.0,13369.0,13371.0,13378.0,14265.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143918.988.CD8_2-025_RI Tomogram.npy,13380.146529965694,55.13200980191187,13327.0,13369.0,13371.0,13373.0,14364.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144100.144.CD8_2-032_RI Tomogram.npy,13379.307218621538,50.480821946425856,13324.0,13369.0,13371.0,13373.0,14228.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145927.988.CD8_2-109_RI Tomogram.npy,13378.614330785349,49.31054174218081,13331.0,13369.0,13371.0,13373.0,14196.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.142031.645.CD4_2-060_RI Tomogram.npy,13374.263686537943,33.95239911179279,13265.0,13369.0,13370.0,13372.0,14218.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144856.673.CD8_2-065_RI Tomogram.npy,13380.955577309689,58.18834078305984,13227.0,13369.0,13371.0,13374.0,14456.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145436.907.CD8_2-091_RI Tomogram.npy,13378.255786724478,46.44994890812924,13335.0,13369.0,13371.0,13373.0,14260.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143519.095.CD8_2-007_RI Tomogram.npy,13377.729759904381,45.79798682508372,13331.0,13369.0,13371.0,13373.0,14384.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145134.098.CD8_2-077_RI Tomogram.npy,13378.462181064402,47.16815952036781,13328.0,13369.0,13371.0,13373.0,14244.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161158.519.CD4_2-122_RI Tomogram.npy,13377.222123453455,46.61646959466842,13313.0,13369.0,13370.0,13372.0,14244.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145422.487.CD8_2-090_RI Tomogram.npy,13378.853580617817,48.209639825244594,13336.0,13369.0,13371.0,13373.0,14236.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.140754.798.CD4_2-006_RI Tomogram.npy,13379.192710239946,56.436210080585674,13289.0,13369.0,13370.0,13372.0,14267.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160652.208.CD4_2-101_RI Tomogram.npy,13378.567989543013,48.05445103644829,13324.0,13369.0,13370.0,13372.0,14186.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150721.673.CD8_2-129_RI Tomogram.npy,13378.738077547234,48.16715716308952,13334.0,13369.0,13371.0,13373.0,14197.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144019.924.CD8_2-029_RI Tomogram.npy,13380.3445442134,55.19484403470849,13317.0,13369.0,13371.0,13374.0,14319.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.162926.845.CD8_2-143_RI Tomogram.npy,13381.142048489213,48.41461136127496,13318.0,13369.0,13372.0,13378.0,14309.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145704.379.CD8_2-102_RI Tomogram.npy,13378.534935637772,50.22960446125983,13330.0,13369.0,13371.0,13373.0,14264.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163809.083.CD8_2-181_RI Tomogram.npy,13380.841674918234,46.29421924829986,13324.0,13369.0,13372.0,13378.0,14248.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163022.298.CD8_2-147_RI Tomogram.npy,13382.971331552995,55.28321604158248,13317.0,13369.0,13371.0,13378.0,14277.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.140923.767.CD4_2-012_RI Tomogram.npy,13373.445635170683,31.669618555456243,13332.0,13370.0,13370.0,13371.0,14119.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141900.848.CD4_2-054_RI Tomogram.npy,13378.739036354407,52.088835982145646,13331.0,13369.0,13370.0,13372.0,14253.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144934.454.CD8_2-068_RI Tomogram.npy,13379.27909083976,48.43908345009099,13332.0,13369.0,13371.0,13374.0,14195.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144046.130.CD8_2-031_RI Tomogram.npy,13379.257233249318,50.27494323541499,13315.0,13369.0,13371.0,13373.0,14351.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163836.301.CD8_2-182_RI Tomogram.npy,13382.93038489813,56.11336896085554,13314.0,13369.0,13372.0,13378.0,14335.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163059.064.CD8_2-150_RI Tomogram.npy,13381.253836353908,48.85277943030864,13215.0,13369.0,13371.0,13378.0,14611.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160446.268.CD4_2-093_RI Tomogram.npy,13377.309228378392,48.06572657170477,13327.0,13369.0,13370.0,13372.0,14311.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161830.141.CD4_2-140_RI Tomogram.npy,13380.342710114923,55.23178650196849,13333.0,13369.0,13370.0,13373.0,14203.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141647.394.CD4_2-044_RI Tomogram.npy,13373.082124728699,24.719138150329936,13338.0,13369.0,13370.0,13371.0,14015.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145756.988.CD8_2-106_RI Tomogram.npy,13378.082338144248,45.27515784855707,13340.0,13369.0,13371.0,13373.0,14246.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144230.736.CD8_2-039_RI Tomogram.npy,13378.585070350866,48.77222662676127,13337.0,13369.0,13371.0,13373.0,14244.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150807.584.CD8_2-133_RI Tomogram.npy,13379.556253188106,51.0710561720281,13329.0,13369.0,13371.0,13373.0,14247.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161808.004.CD4_2-139_RI Tomogram.npy,13373.636506311199,29.4771036354276,13312.0,13369.0,13370.0,13372.0,14003.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.140728.394.CD4_2-004_RI Tomogram.npy,13377.393456569249,49.190091812293474,13321.0,13369.0,13370.0,13372.0,14324.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144924.298.CD8_2-067_RI Tomogram.npy,13378.323734134485,46.926926546894414,13334.0,13369.0,13371.0,13373.0,14188.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163329.580.CD8_2-162_RI Tomogram.npy,13382.36380299757,53.55094562040873,13318.0,13369.0,13372.0,13378.0,14204.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144342.644.CD8_2-043_RI Tomogram.npy,13378.814100991689,49.22344131948405,13319.0,13369.0,13371.0,13373.0,14284.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161624.408.CD4_2-133_RI Tomogram.npy,13379.385979023515,50.993440329751856,13334.0,13369.0,13370.0,13373.0,14272.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141943.302.CD4_2-057_RI Tomogram.npy,13379.507578127344,55.51884421495647,13279.0,13369.0,13370.0,13372.0,14272.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.162059.442.CD4_2-147_RI Tomogram.npy,13374.344787322092,22.690570371214235,13315.0,13369.0,13370.0,13372.0,14021.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145053.878.CD8_2-074_RI Tomogram.npy,13379.12310557756,50.09197052034317,13335.0,13369.0,13371.0,13373.0,14324.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150745.237.CD8_2-131_RI Tomogram.npy,13377.895049184344,46.90551014973436,13332.0,13369.0,13371.0,13373.0,14236.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163918.754.CD8_2-185_RI Tomogram.npy,13381.151027195167,44.430070345019445,13329.0,13369.0,13371.0,13378.0,14217.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145716.157.CD8_2-103_RI Tomogram.npy,13378.509497867095,46.52413640296898,13335.0,13369.0,13371.0,13373.0,14202.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145146.286.CD8_2-078_RI Tomogram.npy,13378.65214584521,48.86927611856017,13333.0,13369.0,13371.0,13373.0,14246.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141635.611.CD4_2-043_RI Tomogram.npy,13373.301417456816,28.4638361379662,13331.0,13369.0,13370.0,13372.0,14000.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143935.644.CD8_2-026_RI Tomogram.npy,13378.811203566178,47.874339348959346,13226.0,13369.0,13371.0,13374.0,14437.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143447.815.CD8_2-004_RI Tomogram.npy,13380.651730703834,55.33063532650663,13323.0,13369.0,13371.0,13374.0,14360.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145538.455.CD8_2-096_RI Tomogram.npy,13378.24071142267,43.57626699475151,13335.0,13369.0,13371.0,13373.0,14128.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163149.032.CD8_2-154_RI Tomogram.npy,13381.350274552166,51.17035723370192,13327.0,13369.0,13371.0,13378.0,14246.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.162732.895.CD8_2-136_RI Tomogram.npy,13381.415970221842,49.472166589243436,13328.0,13370.0,13371.0,13378.0,14293.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.142620.206.CD4_2-080_RI Tomogram.npy,13373.180993138696,24.266357077629117,13345.0,13369.0,13370.0,13372.0,14063.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144005.704.CD8_2-028_RI Tomogram.npy,13380.2731605255,51.80552837220813,13312.0,13369.0,13371.0,13374.0,14278.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.164132.409.CD8_2-192_RI Tomogram.npy,13383.06594746752,57.17765672268175,13309.0,13369.0,13372.0,13378.0,14296.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161607.956.CD4_2-132_RI Tomogram.npy,13383.047495086566,65.38517297258184,13328.0,13369.0,13371.0,13373.0,14282.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144655.410.CD8_2-056_RI Tomogram.npy,13379.596732504177,51.320460189982,13234.0,13369.0,13371.0,13374.0,14433.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143342.206.CD8_2-001_RI Tomogram.npy,13378.678927746272,49.78792751772773,13333.0,13370.0,13371.0,13373.0,14240.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.142152.285.CD4_2-064_RI Tomogram.npy,13373.124705131475,15.908109474798287,13350.0,13369.0,13370.0,13372.0,13775.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160723.894.CD4_2-103_RI Tomogram.npy,13377.498865346915,42.95009493948214,13312.0,13369.0,13370.0,13372.0,14204.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141105.533.CD4_2-019_RI Tomogram.npy,13378.758626013943,52.73963834527123,13317.0,13369.0,13370.0,13372.0,14430.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144522.377.CD8_2-051_RI Tomogram.npy,13378.63587231574,49.80109452137122,13334.0,13369.0,13371.0,13373.0,14258.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163455.708.CD8_2-169_RI Tomogram.npy,13381.912662655905,53.56202397114626,13324.0,13369.0,13371.0,13378.0,14369.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163556.033.CD8_2-174_RI Tomogram.npy,13381.284555190487,49.624159427205996,13314.0,13369.0,13371.0,13378.0,14237.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.140952.408.CD4_2-014_RI Tomogram.npy,13378.700212540383,55.45920192496569,13330.0,13370.0,13370.0,13372.0,14427.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141622.204.CD4_2-042_RI Tomogram.npy,13378.451621808144,51.82520249999065,13324.0,13369.0,13370.0,13372.0,14296.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144831.894.CD8_2-063_RI Tomogram.npy,13379.1515547329,49.95930864456574,13334.0,13369.0,13371.0,13373.0,14224.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160849.613.CD4_2-109_RI Tomogram.npy,13377.62289047419,45.20762855691273,13325.0,13369.0,13370.0,13372.0,14260.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143551.391.CD8_2-009_RI Tomogram.npy,13377.766133627889,45.288102467363295,13323.0,13369.0,13370.0,13373.0,14325.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160735.267.CD4_2-104_RI Tomogram.npy,13378.708706341706,51.075640019160986,13333.0,13369.0,13370.0,13372.0,14247.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144034.348.CD8_2-030_RI Tomogram.npy,13378.644345800702,48.52388130336498,13333.0,13369.0,13371.0,13373.0,14300.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141525.330.CD4_2-038_RI Tomogram.npy,13379.540695044558,55.71650733278559,13321.0,13369.0,13370.0,13372.0,14357.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141406.315.CD4_2-032_RI Tomogram.npy,13377.841235459737,50.524302822142005,13328.0,13369.0,13370.0,13372.0,14307.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160705.005.CD4_2-102_RI Tomogram.npy,13379.144391871956,50.55891440842865,13333.0,13369.0,13370.0,13372.0,14285.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163339.938.CD8_2-163_RI Tomogram.npy,13382.473113641592,51.96631570865323,13321.0,13369.0,13372.0,13378.0,14252.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163006.254.CD8_2-146_RI Tomogram.npy,13382.459268511016,55.57227413509264,13319.0,13369.0,13371.0,13378.0,14295.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150756.612.CD8_2-132_RI Tomogram.npy,13379.090808503615,48.17812664840448,13328.0,13369.0,13371.0,13373.0,14196.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141020.645.CD4_2-016_RI Tomogram.npy,13373.210029343076,30.435504746013144,13339.0,13370.0,13370.0,13371.0,14068.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160832.144.CD4_2-108_RI Tomogram.npy,13378.02147826837,43.63770475175416,13321.0,13369.0,13370.0,13372.0,14194.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160309.173.CD4_2-087_RI Tomogram.npy,13374.109150113522,33.34422335611948,13321.0,13369.0,13370.0,13372.0,14062.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160324.816.CD4_2-088_RI Tomogram.npy,13377.925384698092,49.424109556570386,13332.0,13369.0,13370.0,13372.0,14210.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144944.612.CD8_2-069_RI Tomogram.npy,13379.232485547254,50.63797200091099,13307.0,13369.0,13371.0,13374.0,14233.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144429.770.CD8_2-047_RI Tomogram.npy,13378.746112886449,49.688208810892114,13334.0,13369.0,13371.0,13373.0,14243.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141539.754.CD4_2-039_RI Tomogram.npy,13378.089421365059,48.88760351393598,13322.0,13369.0,13370.0,13372.0,14258.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163713.628.CD8_2-177_RI Tomogram.npy,13381.255337201568,49.96598647206225,13324.0,13369.0,13371.0,13378.0,14272.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.140843.548.CD4_2-009_RI Tomogram.npy,13374.614065422431,34.070353390146856,13333.0,13370.0,13370.0,13372.0,14041.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160500.485.CD4_2-094_RI Tomogram.npy,13374.564069548214,28.307343596748044,13340.0,13369.0,13370.0,13372.0,14329.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145956.629.CD8_2-111_RI Tomogram.npy,13377.872727568238,44.46586342217922,13337.0,13369.0,13371.0,13373.0,14154.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143617.188.CD8_2-011_RI Tomogram.npy,13380.235437483121,55.52236942690813,13329.0,13369.0,13371.0,13373.0,14425.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145814.862.CD8_2-107_RI Tomogram.npy,13379.118614911833,49.40369881262034,13331.0,13369.0,13371.0,13373.0,14175.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144511.208.CD8_2-050_RI Tomogram.npy,13379.32369068873,50.07561162400517,13333.0,13369.0,13371.0,13373.0,14187.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144324.972.CD8_2-042_RI Tomogram.npy,13379.8315963158,50.46436300080227,13322.0,13369.0,13371.0,13374.0,14254.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163427.673.CD8_2-167_RI Tomogram.npy,13382.279904306819,52.38628902301077,13307.0,13369.0,13372.0,13378.0,14237.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.164423.034.CD8_2-203_RI Tomogram.npy,13382.972704688891,54.14861498454506,13327.0,13369.0,13371.0,13378.0,14199.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161752.566.CD4_2-138_RI Tomogram.npy,13378.783188493313,51.88087396476447,13334.0,13369.0,13370.0,13372.0,14184.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145409.082.CD8_2-089_RI Tomogram.npy,13379.365019041117,52.75164205127163,13326.0,13369.0,13371.0,13373.0,14289.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150306.956.CD8_2-123_RI Tomogram.npy,13380.114770868966,53.1368534437802,13325.0,13369.0,13371.0,13373.0,14246.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.161038.081.CD4_2-117_RI Tomogram.npy,13373.819822141208,29.933647104244915,13341.0,13369.0,13370.0,13372.0,14047.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145221.220.CD8_2-081_RI Tomogram.npy,13379.407081720527,53.26813718664561,13333.0,13369.0,13371.0,13373.0,14341.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141959.751.CD4_2-058_RI Tomogram.npy,13379.287326216981,54.765167152935426,13331.0,13369.0,13370.0,13372.0,14370.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160238.705.CD4_2-085_RI Tomogram.npy,13378.438995409128,50.46614677995631,13323.0,13369.0,13370.0,13372.0,14249.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.162954.878.CD8_2-145_RI Tomogram.npy,13382.456737967714,52.13080601590467,13209.0,13370.0,13372.0,13379.0,14562.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143840.391.CD8_2-022_RI Tomogram.npy,13378.058262507377,47.138989127496934,13314.0,13369.0,13371.0,13373.0,14242.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143802.004.CD8_2-019_RI Tomogram.npy,13379.873876849102,52.64000567689943,13314.0,13369.0,13371.0,13373.0,14292.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143949.861.CD8_2-027_RI Tomogram.npy,13379.439722984867,53.91514759334693,13327.0,13369.0,13371.0,13373.0,14454.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.164110.877.CD8_2-191_RI Tomogram.npy,13383.151819033117,55.91923050825183,13237.0,13369.0,13372.0,13379.0,14365.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145327.036.CD8_2-086_RI Tomogram.npy,13378.23946537342,47.04115231366287,13332.0,13369.0,13371.0,13373.0,14341.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141512.128.CD4_2-037_RI Tomogram.npy,13376.5840242146,46.81016232137722,13321.0,13369.0,13370.0,13372.0,14242.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160945.471.CD4_2-113_RI Tomogram.npy,13377.016295096068,43.18884575601099,13339.0,13369.0,13370.0,13372.0,14156.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150037.253.CD8_2-114_RI Tomogram.npy,13379.274770018803,49.88817917814947,13333.0,13369.0,13371.0,13373.0,14294.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.143424.049.CD8_2-002_RI Tomogram.npy,13378.271336116362,48.04041119460429,13330.0,13369.0,13371.0,13373.0,14264.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150105.079.CD8_2-115_RI Tomogram.npy,13378.054498354688,47.15866908282533,13323.0,13369.0,13371.0,13373.0,14222.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150621.552.CD8_2-127_RI Tomogram.npy,13378.08383236565,47.31339607984321,13328.0,13369.0,13371.0,13373.0,14244.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141337.673.CD4_2-030_RI Tomogram.npy,13377.738039102429,50.59263278449461,13320.0,13369.0,13370.0,13372.0,14301.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.164335.099.CD8_2-200_RI Tomogram.npy,13382.778487412608,54.056437822925155,13319.0,13369.0,13372.0,13378.0,14238.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141701.816.CD4_2-045_RI Tomogram.npy,13373.930711647714,32.311397037801676,13335.0,13369.0,13370.0,13372.0,14040.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141200.173.CD4_2-023_RI Tomogram.npy,13378.537747171962,53.42566428712651,13324.0,13369.0,13370.0,13372.0,14319.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.164405.361.CD8_2-202_RI Tomogram.npy,13381.188550199538,47.41555161662087,13322.0,13369.0,13371.0,13378.0,14154.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.142017.221.CD4_2-059_RI Tomogram.npy,13373.662430674329,30.44311070106096,13322.0,13369.0,13370.0,13371.0,14329.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145945.050.CD8_2-110_RI Tomogram.npy,13380.485252072895,53.95464286932216,13312.0,13369.0,13371.0,13374.0,14246.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150008.610.CD8_2-112_RI Tomogram.npy,13378.690118309978,50.12211544604233,13323.0,13369.0,13371.0,13373.0,14246.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141307.003.CD4_2-028_RI Tomogram.npy,13377.24472068443,48.73133063521039,13317.0,13369.0,13370.0,13372.0,14312.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.164005.066.CD8_2-187_RI Tomogram.npy,13383.561016405618,57.44197652328409,13309.0,13369.0,13372.0,13378.0,14249.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.162028.567.CD4_2-146_RI Tomogram.npy,13373.429513295026,22.404770458604236,13347.0,13369.0,13370.0,13372.0,13854.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141238.362.CD4_2-026_RI Tomogram.npy,13378.22095110571,51.61794859796629,13318.0,13369.0,13370.0,13372.0,14367.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.142638.285.CD4_2-081_RI Tomogram.npy,13374.003522606796,25.18437285537787,13343.0,13369.0,13370.0,13372.0,14220.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.144121.677.CD8_2-034_RI Tomogram.npy,13377.45389436493,42.90402493111671,13331.0,13369.0,13371.0,13373.0,14241.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.150337.020.CD8_2-125_RI Tomogram.npy,13379.099808463608,51.389067965894064,13334.0,13369.0,13371.0,13373.0,14336.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141804.986.CD4_2-050_RI Tomogram.npy,13377.294654671889,47.01682050559515,13319.0,13369.0,13370.0,13372.0,14303.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163315.768.CD8_2-161_RI Tomogram.npy,13378.43172652804,32.7727762415175,13333.0,13369.0,13371.0,13378.0,14056.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141846.222.CD4_2-053_RI Tomogram.npy,13378.666363171502,54.3793104659509,13296.0,13369.0,13370.0,13372.0,14327.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160519.580.CD4_2-095_RI Tomogram.npy,13380.046805268,56.08770263412566,13331.0,13369.0,13370.0,13373.0,14335.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160351.224.CD4_2-090_RI Tomogram.npy,13378.669548776768,52.6724928803438,13328.0,13369.0,13370.0,13372.0,14301.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.145156.645.CD8_2-079_RI Tomogram.npy,13378.940285591763,50.49802742131054,13326.0,13369.0,13371.0,13373.0,14219.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.141715.425.CD4_2-046_RI Tomogram.npy,13376.490733614386,44.239433904906114,13331.0,13369.0,13370.0,13372.0,14251.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.142353.548.CD4_2-070_RI Tomogram.npy,13377.409673462958,42.73383548666801,13335.0,13369.0,13370.0,13372.0,14224.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.160637.988.CD4_2-100_RI Tomogram.npy,13373.712881509988,27.780486127381586,13346.0,13369.0,13370.0,13372.0,14134.0
/data/tomocube/processed/raw_numpy/sepsis/20220526_2/20220526.163403.300.CD8_2-165_RI Tomogram.npy,13382.288200258048,54.993689536980064,13320.0,13369.0,13371.0,13378.0,14312.0
