image_id,file_name,image_type,quality,x,y,z
4631,20220520.161913.375.CD4-160_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,137,108
4630,20220520.161926.984.CD4-161_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,137,108
4627,20220520.161945.470.CD4-162_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,123,108
4623,20220520.162000.095.CD4-163_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,123,108
4619,20220520.162017.764.CD4-164_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,123,108
4616,20220520.162031.375.CD4-165_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,123,108
4613,20220520.162045.794.CD4-166_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,131,108
4612,20220520.162057.981.CD4-167_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,132,108
4607,20220520.162111.186.CD4-168_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,132,108
4604,20220520.162131.295.CD4-169_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,116,108
4603,20220520.162144.903.CD4-170_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,113,108
4598,20220520.162157.700.CD4-171_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,140,108
4595,20220520.162216.590.CD4-172_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,124,108
4593,20220520.162228.979.CD4-173_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,105,133,108
4591,20220520.162254.575.CD4-174_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,120,108
4587,20220520.162313.466.CD4-175_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,120,108
4585,20220520.162340.888.CD4-176_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,134,108
7157,20220519.181756.760.CD4-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,137,105
4582,20220520.162456.041.CD4-177_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,118,127,108
7155,20220519.181838.807.CD4-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,157,112
4578,20220520.162519.196.CD4-178_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,135,108
4576,20220520.162536.869.CD4-179_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,135,108
7151,20220519.181855.262.CD4-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,137,112
4572,20220520.162548.649.CD4-180_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,135,108
4568,20220520.162622.367.CD4-181_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,135,108
7149,20220519.181909.887.CD4-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,137,112
4565,20220520.162644.305.CD4-182_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,135,108
7146,20220519.181923.091.CD4-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,151,112
7144,20220519.181937.715.CD4-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,117,130,112
4562,20220520.162658.725.CD4-183_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,115,128,116
4560,20220520.162716.398.CD4-184_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,134,108
7140,20220519.181952.341.CD4-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,137,110
4557,20220520.162729.400.CD4-185_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,134,108
4554,20220520.162743.412.CD4-186_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,134,108
7138,20220519.182009.201.CD4-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,137,110
7133,20220519.182029.107.CD4-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,140,110
4552,20220520.162800.068.CD4-187_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,134,108
7131,20220519.182047.389.CD4-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,142,110
4548,20220520.162815.505.CD4-188_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,134,108
7127,20220519.182110.136.CD4-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,120,138,110
7124,20220519.182126.387.CD4-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,127,110
4545,20220520.162836.021.CD4-189_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,143,108
7122,20220519.182147.511.CD4-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,127,110
4543,20220520.162851.457.CD4-190_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,143,108
7118,20220519.182205.793.CD4-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,139,105
4538,20220520.162908.926.CD4-191_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,201,201,108
7116,20220519.182230.983.CD4-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,139,105
4535,20220520.162928.223.CD4-192_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,143,105
7112,20220519.182247.639.CD4-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,143,105
7110,20220519.182301.246.CD4-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,143,105
4532,20220520.162951.585.CD4-193_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,141,116
7107,20220519.182325.216.CD4-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,150,105
4531,20220520.163005.801.CD4-194_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,128,116
4527,20220520.163023.269.CD4-195_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,128,116
7104,20220519.182350.808.CD4-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,115,138,112
4524,20220520.163043.786.CD4-196_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,128,116
4521,20220520.163059.426.CD4-197_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,182,105
4519,20220520.163125.630.CD4-198_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,141,105
4514,20220520.163206.049.CD4-199_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,141,105
4513,20220520.163229.205.CD4-200_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,141,105
4509,20220520.163241.192.CD4-201_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,138,105
4506,20220520.163254.594.CD4-202_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,138,116
4503,20220520.163324.864.CD4-203_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,138,116
4501,20220520.163336.846.CD4-204_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,129,116
4496,20220520.163351.674.CD4-205_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,141,116
4493,20220520.163412.597.CD4-206_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,141,116
4491,20220520.163444.282.CD4-207_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,141,116
4489,20220520.163459.519.CD4-208_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,130,108
4486,20220520.163513.733.CD4-209_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,127,108
5308,20220520.150453.227.CD8-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,117,105
5314,20220520.150603.297.CD8-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,117,105
5305,20220520.150633.966.CD8-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,117,105
4481,20220520.163535.874.CD4-210_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,127,108
5303,20220520.150645.546.CD8-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,117,105
4480,20220520.163613.453.CD4-211_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,128,108
5299,20220520.150701.184.CD8-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,134,115
4477,20220520.163628.687.CD4-212_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,128,108
5292,20220520.150714.182.CD8-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,134,115
4472,20220520.163642.501.CD4-213_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,111,124,108
5295,20220520.150733.274.CD8-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,130,115
5290,20220520.150747.085.CD8-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,130,115
4470,20220520.163656.312.CD4-214_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,129,108
5285,20220520.150802.114.CD8-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,130,106
4466,20220520.163714.999.CD4-215_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,114,129,108
5283,20220520.150813.286.CD8-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,138,106
4463,20220520.163733.280.CD4-216_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,125,108
4462,20220520.163753.185.CD4-217_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,125,108
5284,20220520.150826.489.CD8-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,131,106
5275,20220520.150837.659.CD8-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,131,106
4457,20220520.163808.418.CD4-218_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,125,108
4454,20220520.163823.654.CD4-219_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,125,108
5274,20220520.150857.156.CD8-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,139,106
4451,20220520.163843.765.CD4-220_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,125,108
5278,20220520.150909.141.CD8-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,126,105
4448,20220520.163858.793.CD4-221_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,138,105
4445,20220520.163915.045.CD4-222_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,124,105
5262,20220520.150922.340.CD8-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,126,105
5269,20220520.150938.386.CD8-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,122,105
5272,20220520.150948.541.CD8-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,137,105
5266,20220520.151004.991.CD8-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,137,105
4869,20220520.154550.633.monocyte-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,138,105
5260,20220520.151025.709.CD8-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,137,105
4873,20220520.154612.165.monocyte-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,149,105
5255,20220520.151041.755.CD8-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,137,105
5261,20220520.151054.145.CD8-021_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,155,131,105
4862,20220520.154627.803.monocyte-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,131,94
5248,20220520.151104.500.CD8-022_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,133,105
4864,20220520.154646.083.monocyte-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,131,94
5250,20220520.151120.752.CD8-023_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,133,105
4863,20220520.154700.912.monocyte-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,102,145,96
5252,20220520.151134.562.CD8-024_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,163,159,113
4856,20220520.154718.380.monocyte-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,146,96
5240,20220520.151152.435.CD8-025_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,140,104
4851,20220520.154746.003.monocyte-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,110
5239,20220520.151205.837.CD8-026_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,140,104
4857,20220520.154806.514.monocyte-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,110
5243,20220520.151218.229.CD8-027_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,140,104
4845,20220520.154827.235.monocyte-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,110
5233,20220520.151231.430.CD8-028_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,123,104
4847,20220520.154852.826.monocyte-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,110
5229,20220520.151246.056.CD8-029_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,123,104
5218,20220520.151256.616.CD8-030_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,123,104
4848,20220520.154908.467.monocyte-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,110
5217,20220520.151309.614.CD8-031_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,123,104
4838,20220520.154934.469.monocyte-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,110
5220,20220520.151325.863.CD8-032_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,123,104
4841,20220520.154948.684.monocyte-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,130,118
5223,20220520.151336.626.CD8-033_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,140,104
5213,20220520.151347.391.CD8-034_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,140,104
4832,20220520.155012.041.monocyte-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,125,118
5214,20220520.151400.999.CD8-035_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,140,104
4827,20220520.155034.183.monocyte-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,133,118
5202,20220520.151423.543.CD8-036_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,140,104
5208,20220520.151441.621.CD8-037_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,113,130,114
5205,20220520.151454.621.CD8-038_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,131,114
4834,20220520.155057.134.monocyte-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,133,105
5191,20220520.151507.620.CD8-039_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,154,122,110
4822,20220520.155119.478.monocyte-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,133,105
5192,20220520.151525.086.CD8-040_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,135,110
4819,20220520.155155.022.monocyte-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,132,105
5196,20220520.151537.070.CD8-041_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,124,110
4818,20220520.155223.257.monocyte-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,132,118
5199,20220520.151552.708.CD8-042_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,141,110
4808,20220520.155242.149.monocyte-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,165,118,131
5187,20220520.151605.504.CD8-043_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,131,110
4812,20220520.155308.554.monocyte-021_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,138,122
5185,20220520.151615.661.CD8-044_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,131,110
5184,20220520.151626.832.CD8-045_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,131,110
4811,20220520.155329.272.monocyte-022_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,138,122
5175,20220520.151637.799.CD8-046_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,131,110
4806,20220520.155353.440.monocyte-023_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,138,122
5177,20220520.151653.845.CD8-047_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,131,110
4805,20220520.155410.506.monocyte-024_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,138,122
5165,20220520.151708.267.CD8-048_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,112,135,110
4800,20220520.155434.064.monocyte-025_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,125,122
5168,20220520.151721.468.CD8-049_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,145,110
4797,20220520.155500.267.monocyte-026_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,133,110
5164,20220520.151739.544.CD8-050_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,110
4794,20220520.155519.768.monocyte-027_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,133,110
5162,20220520.151752.342.CD8-051_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,110
4793,20220520.155557.346.monocyte-028_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,145,99
5155,20220520.151804.325.CD8-052_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,114
4788,20220520.155634.108.monocyte-029_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,117,162,84
5163,20220520.151817.122.CD8-053_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,114
4785,20220520.155700.107.monocyte-030_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,117,162,84
5151,20220520.151831.946.CD8-054_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,98
4783,20220520.155720.824.monocyte-031_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,152,127,92
5149,20220520.151844.745.CD8-055_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,98
5148,20220520.151857.135.CD8-056_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,98
4780,20220520.155746.623.monocyte-032_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,148,103
5142,20220520.151916.834.CD8-057_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,134,98
4776,20220520.155801.854.monocyte-033_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,122,117
5147,20220520.151929.628.CD8-058_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,134,116
4773,20220520.155821.557.monocyte-034_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,122,117
4770,20220520.155849.388.monocyte-035_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,122,117
5146,20220520.151942.429.CD8-059_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,136,104
4767,20220520.155903.199.monocyte-036_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,128,117
4765,20220520.155922.089.monocyte-037_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,128,117
5130,20220520.151955.832.CD8-060_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,139,112
4762,20220520.155953.775.monocyte-038_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,139,113
5131,20220520.152011.877.CD8-061_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,116,112
5137,20220520.152028.532.CD8-062_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,131,112
4756,20220520.160012.053.monocyte-039_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,135,104
4758,20220520.160035.818.monocyte-040_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,135,104
4755,20220520.160048.618.monocyte-041_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,133,104
5128,20220520.152047.219.CD8-063_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,131,112
4753,20220520.160205.801.monocyte-042_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,158,148,117
5121,20220520.152105.499.CD8-064_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,131,112
5129,20220520.152119.107.CD8-065_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,138,112
4748,20220520.160227.943.monocyte-043_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,148,126,117
5118,20220520.152129.871.CD8-066_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,138,112
4745,20220520.160247.847.monocyte-044_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,129,117
5120,20220520.152142.058.CD8-067_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,138,112
4742,20220520.160302.065.monocyte-045_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,129,117
5109,20220520.152152.822.CD8-068_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,112,137,112
4740,20220520.160318.520.monocyte-046_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,133,117
5107,20220520.152203.180.CD8-069_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,142,112
5106,20220520.152215.369.CD8-070_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,142,112
4737,20220520.160338.016.monocyte-047_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,133,117
5098,20220520.152226.135.CD8-071_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,142,112
4734,20220520.160349.799.monocyte-048_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,133,106
4731,20220520.160402.189.monocyte-049_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,133,106
5100,20220520.152241.774.CD8-072_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,135,112
5099,20220520.152302.692.CD8-073_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,136,112
4727,20220520.160430.826.monocyte-050_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,128,100
5091,20220520.152323.004.CD8-074_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,136,112
5097,20220520.152338.441.CD8-075_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,129,112
4724,20220520.160459.875.monocyte-051_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,128,95
4723,20220520.160538.466.monocyte-052_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,107,133,114
5090,20220520.152348.796.CD8-076_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,129,112
4720,20220520.160616.855.monocyte-053_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,126,98
5083,20220520.152359.358.CD8-077_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,140,112
4715,20220520.160638.790.monocyte-054_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,126,98
5085,20220520.152412.564.CD8-078_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,140,112
4714,20220520.160705.808.monocyte-055_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,116,142,98
5074,20220520.152429.016.CD8-079_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,132,112
4709,20220520.160722.056.monocyte-056_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,146,98
5080,20220520.152440.186.CD8-080_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,115,148,112
6662,20220519.193304.715.monocyte-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,129,105
5081,20220520.152452.983.CD8-081_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,131,112
6660,20220519.193322.389.monocyte-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,117,112
5070,20220520.152505.168.CD8-082_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,131,112
4708,20220520.160741.148.monocyte-057_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,98
6657,20220519.193346.761.monocyte-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,130,110
5069,20220520.152523.244.CD8-083_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,131,112
4705,20220520.160838.834.monocyte-058_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,107
5061,20220520.152533.199.CD8-084_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,116,132,112
6653,20220519.193412.562.monocyte-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,130,97
5060,20220520.152543.147.CD8-085_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,116,132,112
4701,20220520.160901.583.monocyte-059_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,87
4699,20220520.160915.193.monocyte-060_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,87
5066,20220520.152557.978.CD8-086_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,152,133,112
4694,20220520.160936.520.monocyte-061_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,87
6652,20220519.193427.792.monocyte-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,144,104
6648,20220519.193447.293.monocyte-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,137,99
4693,20220520.160956.833.monocyte-062_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,84
5057,20220520.152614.021.CD8-087_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,134,112
4688,20220520.161030.346.monocyte-063_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,139,136,117
5052,20220520.152625.192.CD8-088_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,117,112
5051,20220520.152638.191.CD8-089_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,131,112
6645,20220519.193509.638.monocyte-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,130,104
5045,20220520.152653.425.CD8-090_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,131,112
5049,20220520.152708.457.CD8-091_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,131,112
6641,20220519.193530.761.monocyte-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,138,104
6638,20220519.193555.545.monocyte-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,138,104
4686,20220520.161048.220.monocyte-064_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,108,144,104
5040,20220520.152718.813.CD8-092_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,131,112
6636,20220519.193611.183.monocyte-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,142,104
4682,20220520.161108.535.monocyte-065_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,132,104
5043,20220520.152728.967.CD8-093_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,131,112
4680,20220520.161128.844.monocyte-066_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,132,104
6633,20220519.193627.638.monocyte-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,142,104
5036,20220520.152741.767.CD8-094_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,155,121,112
4677,20220520.161144.688.monocyte-067_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,132,104
6630,20220519.193642.260.monocyte-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,133,106
5028,20220520.152758.421.CD8-095_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,123,112
4673,20220520.161203.375.monocyte-068_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,132,104
5034,20220520.152823.201.CD8-096_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,123,112
4672,20220520.161220.438.monocyte-069_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,132,104
7100,20220519.182410.714.CD4-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,155,106
5027,20220520.152839.653.CD8-097_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,132,112
4667,20220520.161243.388.monocyte-070_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,123,104
